Year,Quarter,Region,Model,Units Delivered,Average Price (USD),Production Delay (Days),Battery Type,Drive Type,Color
2022,Q1,Europe,Model X,3781,115262.54,9,Long Range,AWD,Silver
2023,Q3,South America,Cybertruck,3185,84816.78,46,Long Range,AWD,Red
2018,Q3,Australia,Model 3,1495,66845.37,45,Standard,AWD,Blue
2021,Q1,Europe,Model S,2451,42285.1,7,Long Range,AWD,White
2024,Q3,Australia,Model Y,2810,86371.58,21,Long Range,RWD,White
2023,Q2,Asia,Model Y,3942,78767.69,42,Standard,AWD,Green
2019,Q1,Australia,Model X,1648,95515.07,55,Performance,AWD,Black
2023,Q1,North America,Model Y,289,48620.0,59,Long Range,RWD,White
2021,Q1,Asia,Model Y,3176,90583.17,50,Performance,RWD,Black
2020,Q2,Australia,Model Y,2668,100558.88,51,Performance,AWD,Silver
2022,Q1,South America,Model X,2580,77702.13,44,Standard,RWD,Green
2023,Q4,Asia,Semi,1354,119240.37,35,Long Range,RWD,Blue
2012,Q3,Australia,Semi,1390,84058.38,28,Performance,RWD,White
2017,Q4,Europe,Model S,1011,118323.52,41,Long Range,RWD,Black
2022,Q4,Asia,Model S,1033,44913.35,7,Long Range,AWD,Red
2024,Q2,Australia,Semi,211,68472.71,52,Performance,RWD,Red
2021,Q2,Europe,Model S,4657,56824.64,48,Standard,AWD,Red
2017,Q2,North America,Semi,416,55153.53,12,Standard,RWD,Black
2016,Q4,Europe,Cybertruck,1719,40997.43,46,Long Range,AWD,Green
2022,Q4,North America,Model X,778,65839.66,21,Long Range,AWD,Black
2020,Q3,South America,Model S,442,49513.53,60,Long Range,AWD,White
2023,Q3,Europe,Semi,3476,95076.87,11,Long Range,RWD,Blue
2013,Q2,South America,Model S,742,98189.8,35,Long Range,AWD,Blue
2023,Q1,South America,Model Y,1430,92334.38,56,Performance,AWD,Black
2024,Q1,Asia,Model X,4007,59951.33,13,Standard,RWD,Black
2012,Q3,Europe,Model Y,2954,35753.42,27,Long Range,AWD,Red
2024,Q3,North America,Model Y,3649,48755.92,22,Performance,RWD,Red
2016,Q1,Australia,Model Y,4556,77123.25,43,Performance,AWD,White
2022,Q3,Australia,Cybertruck,115,71917.92,18,Long Range,RWD,Red
2023,Q2,Europe,Cybertruck,1268,54497.66,8,Long Range,AWD,White
2022,Q1,Asia,Model S,2255,65903.97,60,Long Range,RWD,Black
2016,Q1,North America,Semi,161,93051.73,49,Standard,RWD,White
2022,Q2,Europe,Semi,3701,113667.55,4,Performance,RWD,White
2018,Q1,Australia,Model Y,4340,114163.25,32,Standard,AWD,Silver
2018,Q3,Europe,Model 3,79,48600.26,13,Performance,AWD,Silver
2014,Q3,Europe,Model X,472,89605.12,15,Standard,AWD,Red
2023,Q3,Europe,Model X,178,80678.04,55,Performance,AWD,Green
2019,Q2,Australia,Model X,1265,111684.29,5,Long Range,AWD,Blue
2018,Q2,Australia,Semi,3347,43519.87,33,Standard,AWD,Silver
2024,Q1,South America,Semi,2822,107481.22,5,Standard,AWD,Blue
2013,Q4,Europe,Model S,1887,37040.07,27,Long Range,AWD,White
2013,Q1,South America,Model 3,1508,71433.41,21,Performance,AWD,Green
2012,Q2,Europe,Model X,1260,68200.96,46,Long Range,AWD,Red
2022,Q3,Europe,Semi,2064,67570.74,35,Long Range,RWD,Silver
2013,Q1,Asia,Model X,1191,60049.27,9,Performance,RWD,Black
2021,Q2,North America,Model 3,3042,47008.59,15,Standard,AWD,Silver
2022,Q1,South America,Model 3,4172,48629.65,25,Long Range,RWD,Silver
2023,Q1,Australia,Model Y,2615,90479.5,25,Long Range,AWD,Red
2016,Q2,South America,Model 3,315,55428.49,5,Performance,AWD,Silver
2013,Q3,Australia,Semi,4175,43585.25,51,Standard,AWD,Silver
2014,Q3,Australia,Model 3,2827,59721.54,39,Long Range,AWD,Green
2019,Q1,Australia,Model X,1440,114394.76,10,Standard,RWD,Silver
2018,Q2,Australia,Model X,4248,106811.03,60,Long Range,RWD,Red
2013,Q2,Australia,Model Y,815,64659.73,29,Performance,RWD,Red
2019,Q1,Asia,Model Y,363,81331.9,60,Long Range,AWD,Green
2016,Q3,Europe,Model S,1211,40887.02,25,Standard,RWD,Green
2020,Q2,Australia,Model X,4722,68076.73,0,Performance,AWD,Red
2020,Q1,Australia,Model 3,3730,89307.89,37,Standard,AWD,Black
2013,Q4,Australia,Model Y,3411,64896.96,53,Performance,RWD,Silver
2013,Q1,North America,Semi,184,87382.13,26,Standard,RWD,Green
2013,Q3,Australia,Model Y,3292,35646.44,23,Standard,RWD,White
2023,Q3,Asia,Model 3,4737,119390.48,15,Performance,RWD,Black
2024,Q2,South America,Model S,4776,101663.91,53,Performance,RWD,Silver
2022,Q3,Europe,Model 3,1866,60238.41,34,Standard,RWD,White
2019,Q3,Europe,Model Y,874,76738.14,1,Long Range,AWD,Blue
2017,Q3,Australia,Cybertruck,4965,81451.04,10,Performance,RWD,Red
2014,Q3,Asia,Model Y,1682,116024.5,22,Performance,RWD,Blue
2019,Q4,Australia,Model Y,4935,98501.74,52,Long Range,AWD,Silver
2020,Q3,Australia,Model S,989,50291.86,20,Long Range,AWD,White
2020,Q1,Australia,Model X,4979,53034.89,13,Standard,RWD,Green
2018,Q1,North America,Model Y,1451,86121.61,37,Long Range,AWD,Silver
2013,Q4,North America,Model Y,2515,58347.25,48,Long Range,RWD,Red
2017,Q4,Europe,Model 3,771,51248.57,57,Long Range,AWD,Green
2017,Q2,South America,Model Y,3710,91800.0,33,Performance,AWD,Silver
2023,Q2,North America,Model S,4101,40122.69,0,Performance,AWD,Blue
2019,Q2,Australia,Model 3,612,58616.27,10,Performance,RWD,Silver
2020,Q1,Asia,Model Y,1787,47802.7,32,Long Range,RWD,Red
2013,Q1,Europe,Model S,1848,44790.97,57,Standard,RWD,Black
2016,Q3,North America,Model S,1566,77775.41,44,Performance,RWD,Green
2016,Q1,Europe,Semi,129,85490.44,30,Performance,AWD,Blue
2019,Q3,South America,Model X,4035,56550.63,29,Standard,RWD,White
2019,Q1,Europe,Cybertruck,3578,65550.69,47,Standard,AWD,Blue
2015,Q1,South America,Cybertruck,2862,105904.58,7,Long Range,RWD,Silver
2016,Q1,Australia,Model S,1830,59056.47,37,Standard,AWD,Blue
2013,Q3,Europe,Model S,3926,114299.45,15,Performance,RWD,Blue
2020,Q2,Asia,Model X,751,60273.4,59,Performance,RWD,Silver
2012,Q1,Australia,Model S,1201,87292.73,19,Standard,RWD,Black
2022,Q1,Asia,Cybertruck,847,104864.91,36,Long Range,RWD,Red
2022,Q3,North America,Model Y,1694,44750.25,0,Standard,AWD,Silver
2020,Q3,South America,Semi,3647,108041.68,39,Standard,RWD,Black
2016,Q4,Australia,Semi,929,74436.91,52,Long Range,AWD,Red
2020,Q2,Asia,Semi,4351,68203.07,4,Standard,AWD,White
2023,Q3,Europe,Semi,2704,85052.43,37,Long Range,RWD,Red
2024,Q4,North America,Model S,2101,44730.27,54,Performance,AWD,Blue
2023,Q2,Australia,Cybertruck,1625,42311.56,1,Performance,AWD,Black
2021,Q2,North America,Model Y,3552,88165.01,55,Standard,AWD,Black
2013,Q2,South America,Cybertruck,4146,61540.34,39,Standard,AWD,Silver
2024,Q1,Europe,Model Y,647,103481.28,36,Performance,AWD,White
2019,Q3,Europe,Model S,503,37240.07,50,Standard,RWD,Green
2017,Q3,Europe,Model X,3626,113035.83,15,Standard,AWD,Silver
2021,Q2,Asia,Model 3,3308,75689.62,7,Performance,AWD,Red
2016,Q3,South America,Cybertruck,905,39589.79,57,Long Range,RWD,White
2013,Q1,Australia,Model S,2264,58627.22,24,Long Range,AWD,Red
2012,Q3,North America,Cybertruck,2804,113429.39,58,Long Range,AWD,Red
2016,Q2,Australia,Model Y,2001,46209.18,0,Long Range,RWD,Red
2014,Q4,Australia,Model S,3653,35754.01,2,Long Range,RWD,Green
2014,Q1,Europe,Model S,365,50661.72,32,Long Range,RWD,Red
2013,Q2,Europe,Model X,4722,66565.55,52,Performance,RWD,Red
2014,Q1,North America,Cybertruck,1782,103682.91,32,Performance,RWD,Black
2019,Q4,Asia,Model X,1647,106060.76,18,Standard,RWD,Black
2021,Q2,Australia,Model Y,1932,83394.09,52,Standard,AWD,Blue
2024,Q2,Europe,Model Y,177,49175.53,26,Long Range,RWD,Green
2016,Q1,Asia,Model X,4895,86744.38,6,Performance,AWD,Red
2012,Q3,Australia,Model Y,2675,72279.9,32,Performance,RWD,Red
2023,Q2,Australia,Cybertruck,2329,83886.71,39,Long Range,AWD,White
2020,Q2,North America,Cybertruck,375,116587.82,34,Performance,AWD,Red
2018,Q4,Asia,Model S,1170,119411.57,46,Performance,AWD,White
2017,Q2,South America,Semi,341,115680.52,40,Standard,AWD,Black
2023,Q2,North America,Model Y,601,76708.75,39,Standard,AWD,Red
2022,Q4,South America,Model X,4501,75881.52,6,Standard,AWD,White
2022,Q2,North America,Model X,2244,78136.43,56,Long Range,AWD,Silver
2018,Q2,South America,Model 3,4441,52527.07,40,Standard,RWD,Black
2020,Q4,Europe,Model X,1372,112405.57,21,Long Range,AWD,Silver
2012,Q3,North America,Model Y,3332,46151.42,47,Long Range,AWD,Red
2023,Q1,Asia,Model X,3809,52226.67,16,Performance,RWD,Blue
2024,Q1,Australia,Model 3,4783,117891.2,25,Standard,RWD,White
2019,Q2,North America,Model Y,2114,70007.98,47,Long Range,AWD,Red
2023,Q1,North America,Model Y,684,66933.31,48,Standard,AWD,Silver
2016,Q3,South America,Model X,3094,82923.88,10,Standard,RWD,Silver
2018,Q2,Europe,Model Y,599,119431.38,0,Long Range,AWD,Black
2018,Q3,Asia,Cybertruck,3353,114416.17,35,Performance,AWD,Red
2024,Q4,Europe,Model 3,71,101586.02,13,Standard,AWD,Black
2018,Q4,Australia,Semi,3936,65174.29,53,Performance,RWD,Silver
2017,Q2,North America,Model X,3868,100513.31,22,Performance,RWD,Black
2017,Q3,South America,Model S,2286,37849.9,17,Performance,RWD,Blue
2024,Q1,North America,Model X,286,87098.24,45,Standard,AWD,Black
2017,Q2,South America,Semi,3050,78888.94,60,Performance,RWD,Blue
2022,Q1,Asia,Model X,4642,64808.21,21,Long Range,AWD,Silver
2023,Q2,Asia,Semi,1615,98529.72,47,Standard,RWD,Red
2017,Q3,Asia,Semi,4334,73222.22,40,Performance,AWD,Red
2024,Q2,Asia,Model 3,3881,57171.9,59,Standard,AWD,Blue
2013,Q2,Asia,Model X,1383,74681.5,11,Standard,RWD,Silver
2015,Q1,Australia,Model Y,2256,116088.46,25,Performance,AWD,Black
2019,Q4,Europe,Model Y,56,90981.73,12,Standard,RWD,White
2023,Q2,Australia,Semi,3132,105664.49,45,Standard,AWD,Blue
2021,Q2,Europe,Model X,3017,63887.33,52,Standard,RWD,Red
2012,Q3,Australia,Model 3,1389,68848.37,33,Standard,RWD,Red
2024,Q1,Asia,Model Y,2168,98075.53,7,Performance,RWD,Silver
2016,Q2,South America,Cybertruck,3777,71965.48,29,Long Range,AWD,Red
2019,Q3,Asia,Semi,341,85641.21,22,Performance,AWD,Silver
2023,Q4,North America,Model S,2725,66687.6,9,Performance,AWD,Blue
2016,Q2,North America,Model X,4746,75198.06,48,Long Range,RWD,Green
2019,Q3,North America,Model 3,1891,36536.2,20,Standard,AWD,Silver
2023,Q4,Europe,Cybertruck,1442,92203.81,16,Long Range,AWD,Green
2021,Q3,South America,Model Y,3452,119645.2,1,Long Range,RWD,Black
2023,Q4,South America,Model Y,2933,98858.88,26,Performance,RWD,White
2014,Q4,Asia,Model S,4413,105538.64,48,Long Range,AWD,Green
2017,Q2,Europe,Cybertruck,3915,93170.86,60,Long Range,AWD,Green
2016,Q1,North America,Model 3,4781,74200.26,15,Performance,RWD,Black
2019,Q4,North America,Model Y,2180,110085.35,34,Standard,AWD,Blue
2021,Q1,Europe,Model X,3432,90805.64,9,Standard,RWD,Black
2021,Q1,Europe,Model 3,4324,59516.59,14,Long Range,RWD,Green
2012,Q2,South America,Model X,1265,84659.96,16,Long Range,RWD,Blue
2013,Q3,Europe,Model X,1741,54066.35,17,Performance,AWD,Green
2020,Q1,North America,Model Y,4692,79450.65,15,Long Range,AWD,Green
2015,Q2,Europe,Cybertruck,4811,75569.0,6,Performance,AWD,White
2013,Q4,Europe,Cybertruck,3787,119340.2,16,Long Range,RWD,Blue
2024,Q2,Australia,Model S,2664,110936.21,32,Long Range,RWD,Black
2020,Q4,North America,Semi,2508,113841.88,13,Performance,AWD,White
2016,Q3,Europe,Model X,2783,96770.32,53,Performance,RWD,Blue
2023,Q3,Asia,Model X,243,62356.89,50,Long Range,RWD,Silver
2012,Q4,Australia,Model 3,2344,118888.98,37,Long Range,AWD,Red
2021,Q2,South America,Model S,3640,55844.27,36,Performance,RWD,Silver
2022,Q3,Asia,Cybertruck,239,46922.94,41,Long Range,RWD,Blue
2022,Q1,North America,Cybertruck,804,117809.34,49,Standard,AWD,Silver
2019,Q4,North America,Model Y,4758,59974.17,39,Long Range,AWD,Red
2013,Q1,South America,Cybertruck,373,101254.37,34,Long Range,AWD,White
2018,Q1,Australia,Semi,1758,67335.41,28,Long Range,RWD,Black
2015,Q1,South America,Model X,3965,56699.19,7,Long Range,AWD,Red
2012,Q3,Asia,Model S,1202,107030.26,11,Performance,AWD,Black
2023,Q2,Asia,Model S,1380,37548.31,13,Long Range,RWD,Green
2020,Q2,Europe,Model S,172,64636.64,14,Standard,RWD,Red
2022,Q3,South America,Semi,839,75612.14,47,Performance,AWD,Black
2023,Q4,South America,Cybertruck,4284,84059.2,56,Long Range,AWD,White
2018,Q3,North America,Cybertruck,3988,76126.81,22,Standard,RWD,Blue
2017,Q3,North America,Model X,3544,89594.88,34,Standard,AWD,Black
2015,Q2,Europe,Model S,1677,97340.05,22,Performance,AWD,Silver
2015,Q3,North America,Model Y,2478,68130.65,33,Long Range,RWD,Blue
2024,Q2,Australia,Model 3,3482,68234.97,12,Standard,RWD,Red
2024,Q4,Europe,Semi,3640,60399.89,7,Performance,RWD,Black
2024,Q4,Asia,Model 3,4333,43759.26,46,Performance,RWD,Black
2013,Q4,Europe,Cybertruck,4104,53817.99,27,Performance,RWD,Red
2022,Q4,Australia,Semi,376,64520.88,50,Long Range,RWD,Silver
2024,Q1,Australia,Model X,2987,104561.32,22,Long Range,AWD,White
2013,Q3,Asia,Cybertruck,4459,97888.04,53,Standard,RWD,White
2014,Q2,Asia,Model S,963,51132.13,19,Performance,RWD,Silver
2023,Q3,South America,Cybertruck,723,62526.09,14,Long Range,AWD,Black
2019,Q4,Australia,Cybertruck,4565,119861.67,12,Long Range,AWD,Silver
2014,Q3,Europe,Cybertruck,4792,45945.0,58,Performance,RWD,Silver
2014,Q1,South America,Model Y,4629,90273.59,57,Long Range,RWD,Green
2022,Q3,Asia,Model 3,4718,102865.39,32,Long Range,AWD,Silver
2021,Q2,Europe,Model S,4104,96936.71,21,Standard,AWD,Blue
2013,Q2,Asia,Model Y,1693,54264.42,41,Performance,AWD,White
2024,Q3,North America,Model 3,1594,89100.95,31,Standard,AWD,White
2024,Q1,Asia,Model X,932,64669.59,11,Performance,AWD,Red
2015,Q4,North America,Model X,530,112911.89,58,Long Range,AWD,Silver
2018,Q1,Australia,Model S,4074,43867.07,35,Long Range,RWD,White
2015,Q3,South America,Model S,3603,97775.91,33,Standard,RWD,Green
2018,Q2,North America,Model X,88,111873.64,42,Long Range,AWD,Blue
2018,Q4,Australia,Model X,1602,104421.59,31,Long Range,AWD,Green
2016,Q4,Asia,Cybertruck,2396,59199.91,36,Long Range,AWD,Red
2014,Q1,North America,Model 3,3621,87302.27,28,Performance,AWD,Blue
2019,Q2,North America,Model Y,3163,48013.29,18,Performance,AWD,Black
2022,Q1,Australia,Cybertruck,4426,36484.25,46,Standard,RWD,White
2019,Q4,Asia,Semi,3218,73222.05,47,Standard,RWD,Silver
2016,Q2,Asia,Semi,221,71697.61,19,Standard,AWD,Blue
2017,Q3,Asia,Semi,3317,46314.75,33,Standard,AWD,Black
2019,Q3,South America,Model Y,466,51949.83,21,Performance,AWD,Green
2024,Q2,Europe,Model Y,2642,74829.28,55,Performance,AWD,Blue
2017,Q2,Europe,Model 3,2569,106457.67,23,Performance,RWD,Silver
2023,Q3,Europe,Model S,1251,112280.71,6,Standard,AWD,Blue
2017,Q1,Asia,Model S,1501,46470.19,19,Performance,RWD,Black
2016,Q2,South America,Model X,4313,111863.79,1,Long Range,RWD,Black
2021,Q1,South America,Model S,2529,67357.04,57,Long Range,RWD,Blue
2019,Q1,Asia,Cybertruck,979,36955.63,8,Standard,AWD,Red
2019,Q3,North America,Cybertruck,1049,39774.15,8,Standard,AWD,Black
2023,Q4,South America,Semi,1574,74882.89,46,Performance,AWD,Blue
2018,Q3,South America,Model Y,4200,89450.57,13,Long Range,RWD,White
2018,Q1,Australia,Model S,772,62063.83,49,Long Range,AWD,Silver
2012,Q3,Australia,Model Y,3831,62571.26,50,Long Range,RWD,Blue
2014,Q2,South America,Model 3,1827,43061.93,25,Long Range,AWD,White
2012,Q3,North America,Model S,2698,95012.05,38,Long Range,AWD,Black
2023,Q3,Europe,Model X,4681,117486.61,4,Standard,RWD,White
2024,Q2,South America,Cybertruck,1991,104132.36,15,Long Range,RWD,Red
2016,Q2,Asia,Model S,3930,55959.78,40,Standard,RWD,White
2015,Q3,Europe,Model Y,3515,94554.92,54,Standard,RWD,White
2017,Q1,Asia,Model Y,2310,51811.36,38,Long Range,RWD,Black
2014,Q3,South America,Model S,2367,62541.2,48,Performance,AWD,Silver
2018,Q3,North America,Model Y,3331,81334.47,33,Long Range,RWD,Green
2012,Q1,Europe,Model 3,1300,116125.79,8,Performance,RWD,White
2021,Q4,North America,Model X,710,84434.57,23,Performance,AWD,Blue
2016,Q4,North America,Semi,2387,73390.23,28,Performance,RWD,Black
2022,Q2,South America,Model X,1826,78443.45,19,Standard,AWD,Black
2015,Q1,South America,Model S,52,107477.92,39,Standard,AWD,White
2024,Q1,North America,Model X,1211,57331.68,59,Standard,AWD,Green
2021,Q4,North America,Semi,1305,53315.42,25,Performance,RWD,Red
2015,Q2,Australia,Model S,411,109249.28,53,Long Range,RWD,Black
2014,Q4,Asia,Model Y,2896,100221.63,9,Performance,RWD,Green
2020,Q2,South America,Model X,4475,88779.28,47,Standard,AWD,Black
2024,Q3,Australia,Model S,2716,97207.65,51,Long Range,RWD,Silver
2023,Q3,Europe,Model Y,2531,105144.72,34,Performance,AWD,Black
2017,Q4,Asia,Model 3,2538,71424.53,37,Long Range,AWD,Green
2019,Q1,Australia,Model X,4504,42824.15,15,Performance,AWD,Blue
2022,Q1,South America,Model Y,616,77676.17,29,Long Range,RWD,Silver
2013,Q2,Australia,Model Y,2090,35483.86,49,Performance,AWD,Blue
2021,Q1,Australia,Model Y,3053,102518.67,27,Standard,RWD,Green
2014,Q1,North America,Model 3,757,83485.75,42,Standard,RWD,Green
2012,Q3,North America,Cybertruck,149,44583.97,42,Long Range,AWD,White
2024,Q1,Europe,Semi,1090,107916.88,9,Standard,RWD,Silver
2022,Q3,Australia,Model Y,1890,98631.72,8,Long Range,RWD,Green
2022,Q1,Asia,Model X,3271,58870.85,41,Long Range,RWD,Silver
2020,Q1,Asia,Semi,2247,114403.67,55,Long Range,AWD,White
2021,Q2,Asia,Model 3,3011,95572.79,35,Long Range,AWD,Blue
2023,Q3,South America,Model Y,4452,64018.95,16,Performance,AWD,White
2022,Q4,South America,Model S,3952,72159.64,20,Standard,AWD,Black
2022,Q1,North America,Model S,2815,118031.08,46,Long Range,RWD,Blue
2021,Q1,Europe,Model S,4729,97938.77,17,Long Range,AWD,Red
2018,Q4,Europe,Model 3,872,107018.99,26,Performance,RWD,Blue
2018,Q4,South America,Model 3,3105,47283.84,4,Performance,RWD,Black
2019,Q1,Australia,Cybertruck,2877,65559.25,1,Long Range,RWD,Green
2024,Q2,North America,Model Y,3036,39078.17,14,Standard,AWD,Red
2014,Q1,Europe,Model S,477,83671.77,50,Performance,AWD,White
2023,Q2,Europe,Cybertruck,1580,55879.96,0,Long Range,AWD,White
2016,Q4,Europe,Model Y,1484,95367.78,45,Standard,AWD,Green
2022,Q3,South America,Cybertruck,3369,98888.66,33,Long Range,AWD,Silver
2024,Q1,Europe,Model Y,1255,73244.94,37,Performance,AWD,Green
2012,Q2,Europe,Semi,879,60110.54,3,Long Range,RWD,Blue
2013,Q2,South America,Model X,540,37098.1,13,Performance,RWD,Red
2020,Q1,Europe,Model Y,2754,91152.38,28,Performance,RWD,Black
2014,Q4,South America,Cybertruck,2140,119186.23,13,Standard,AWD,Black
2016,Q3,Asia,Cybertruck,1324,91758.91,53,Performance,RWD,Silver
2015,Q2,Australia,Model 3,857,94277.45,32,Long Range,RWD,Green
2017,Q1,Asia,Model 3,4035,109724.0,31,Long Range,AWD,Blue
2020,Q4,Australia,Model S,1294,119306.17,0,Long Range,AWD,Red
2021,Q1,Europe,Model 3,3251,105056.23,31,Standard,RWD,Silver
2015,Q3,North America,Model Y,2824,91525.73,44,Long Range,RWD,White
2013,Q2,North America,Model Y,1083,47692.78,4,Long Range,RWD,Green
2024,Q3,Australia,Model 3,4126,74397.84,25,Performance,RWD,Blue
2014,Q2,South America,Cybertruck,4107,116350.32,58,Standard,AWD,Blue
2023,Q3,South America,Model Y,4381,119458.64,39,Performance,AWD,Blue
2018,Q4,South America,Cybertruck,1941,113462.61,53,Performance,AWD,Blue
2018,Q1,North America,Model X,4434,104226.1,34,Long Range,AWD,Silver
2018,Q1,Asia,Semi,2061,115459.18,1,Standard,AWD,Green
2013,Q2,North America,Model S,2012,40608.49,49,Long Range,AWD,Red
2015,Q3,North America,Cybertruck,757,119330.45,10,Standard,RWD,Black
2021,Q4,South America,Semi,598,117971.67,47,Standard,RWD,Silver
2012,Q3,Australia,Model S,1148,106656.9,38,Performance,AWD,Silver
2013,Q1,Asia,Semi,1171,94152.08,52,Long Range,AWD,White
2013,Q2,South America,Cybertruck,4961,107383.44,23,Standard,AWD,White
2021,Q3,South America,Semi,2487,43537.04,25,Standard,RWD,Blue
2020,Q2,North America,Model X,1429,50735.98,58,Performance,AWD,Green
2021,Q4,Europe,Cybertruck,2447,64262.77,25,Performance,RWD,Silver
2021,Q2,South America,Model S,2088,46258.13,2,Standard,AWD,Green
2014,Q1,Asia,Model X,3417,67191.59,33,Performance,RWD,Blue
2024,Q1,Australia,Cybertruck,2418,52326.39,7,Long Range,AWD,White
2018,Q3,Europe,Model Y,1856,72240.99,8,Standard,AWD,Green
2024,Q3,Australia,Model S,565,83208.25,56,Standard,AWD,White
2017,Q1,Australia,Model 3,1584,44219.63,19,Performance,RWD,White
2015,Q3,Australia,Model 3,3579,116387.65,1,Performance,AWD,Red
2015,Q2,Europe,Model X,843,38112.35,0,Performance,RWD,Red
2012,Q4,Asia,Cybertruck,1418,90870.25,44,Performance,AWD,Blue
2022,Q1,Asia,Model 3,1459,104896.69,14,Performance,AWD,Green
2024,Q3,Australia,Model 3,568,105857.67,10,Long Range,RWD,Red
2014,Q3,South America,Semi,4596,110125.43,33,Performance,RWD,Blue
2024,Q1,Europe,Model Y,2471,66919.72,34,Long Range,AWD,Silver
2015,Q1,South America,Cybertruck,4503,110175.79,15,Performance,AWD,White
2019,Q1,Australia,Semi,4528,41813.34,48,Long Range,RWD,Black
2013,Q1,Europe,Model Y,854,72313.22,57,Performance,RWD,Red
2020,Q2,South America,Semi,4771,80901.14,18,Long Range,AWD,Black
2015,Q4,Asia,Semi,2847,42538.53,46,Performance,RWD,Silver
2012,Q1,Australia,Model S,3381,52672.9,26,Performance,RWD,Silver
2020,Q1,Asia,Semi,2168,116782.92,41,Standard,RWD,Blue
2014,Q3,Australia,Model X,1349,36760.3,56,Long Range,AWD,White
2012,Q2,Australia,Model 3,3073,63894.11,43,Standard,RWD,Black
2014,Q3,Asia,Semi,1149,74583.03,53,Performance,AWD,Green
2023,Q1,Australia,Semi,1867,103569.92,51,Standard,AWD,Red
2015,Q1,Australia,Model S,679,116277.9,58,Performance,RWD,White
2014,Q1,Europe,Semi,3140,63377.42,40,Performance,RWD,White
2013,Q3,South America,Model S,1059,109021.54,40,Performance,RWD,Red
2019,Q3,Asia,Model X,3476,41523.29,16,Standard,RWD,Black
2013,Q1,Europe,Model Y,197,114801.84,60,Standard,AWD,Silver
2024,Q2,Asia,Model X,2964,39424.43,27,Performance,AWD,Blue
2020,Q4,Europe,Model X,2494,55181.18,55,Performance,AWD,Blue
2024,Q3,Asia,Cybertruck,1539,114471.74,45,Long Range,RWD,Silver
2018,Q2,Europe,Model X,4681,43750.24,1,Performance,RWD,Silver
